season,age,seasontype,team_id,team_alias,team_alias_all,player_id,player_name,pos_text,gp,roster_games,start,mp,rookie_year,inches,weight,mpg,off,def,tot,ewins,usg,tspct,efg,fgpct_rim,fgpct_mid,fg2pct,fg3pct,ftpct,orbpct,drbpct,astpct,topct,stlpct,blkpct,fga_rim_75,fga_mid_75,fg3a_75,fta_75,fga_75
2026,29,2,1610612756,"PHX","PHX",1626164,"Devin Booker","SG",58,74,58,1937.72,2015,77,206,33.3966,2.62626,-0.0565051,2.56976,7.20867,0.306002,0.58307,0.501401,0.620192,0.468045,0.510811,0.320242,0.87146,0.0247191,0.104624,0.289649,0.127072,0.0119195,0.00883219,3.84142,9.82517,6.11303,8.47698,19.7796
2026,26,2,1610612738,"BOS","BOS",1629674,"Neemias Queta","C",70,74,69,1768.05,2021,84,248,25.2571,0.447631,2.6406,3.08823,7.18971,0.148203,0.660305,0.63956,0.719764,0.431193,0.649554,0,0.696203,0.131495,0.222484,0.0877893,0.123746,0.0166571,0.0504009,7.35677,2.36545,0.15191,3.42882,9.87413
2026,22,2,1610612765,"DET","DET",1641709,"Ausar Thompson","SG",65,74,64,1684.23,2023,79,205,25.9077,-1.16231,4.20387,3.04156,6.79636,0.171323,0.537625,0.524809,0.638298,0.325581,0.530938,0.26087,0.563636,0.0919619,0.153548,0.14554,0.137085,0.0369844,0.0333333,7.17297,3.75,0.501453,3.59738,11.4244
2026,37,2,1610612744,"GSW","GSW",201939,"Stephen Curry","PG",39,75,39,1221.73,2009,74,185,31.3077,5.93998,-0.754709,5.18527,6.76963,0.315078,0.645554,0.585349,0.669065,0.509554,0.584459,0.390625,0.935644,0.0145059,0.110708,0.247059,0.119099,0.0168389,0.0117045,4.00038,4.51842,12.8933,5.81351,21.4121
2026,24,2,1610612739,"CLE","CLE",1630596,"Evan Mobley","C",59,74,57,1908.03,2021,83,215,32.339,1.13919,1.106,2.24519,6.68457,0.22154,0.596218,0.578981,0.724138,0.434783,0.621575,0.303483,0.608209,0.0804136,0.218803,0.166927,0.109901,0.0115549,0.0523974,7.13115,3.91551,3.80202,5.06936,14.8487
2026,24,2,1610612759,"SAS","SAS",1630577,"Julian Champagnie","SF",74,74,60,2046.34,2022,79,217,27.6486,1.22238,0.585331,1.80771,6.65157,0.146939,0.62844,0.580488,0.728155,0.319149,0.6,0.382796,0.84375,0.0361842,0.18335,0.0679551,0.0916667,0.0137305,0.0138768,1.79777,0.82034,8.11613,2.23412,10.7342
2026,28,2,1610612762,"UTA","UTA",1628374,"Lauri Markkanen","PF",42,75,42,1442.7,2017,85,240,34.3333,3.37581,0.40626,3.78207,6.62362,0.271111,0.615005,0.548447,0.684015,0.402844,0.560417,0.353846,0.895522,0.0625931,0.150957,0.100907,0.0645492,0.0135309,0.0138614,6.51227,5.10813,7.86798,6.48806,19.4884
2026,25,2,1610612757,"POR","POR",1630166,"Deni Avdija","SF",61,76,60,1984.14,2020,80,228,32.5246,2.6652,-1.138,1.5272,6.16185,0.285168,0.6,0.518325,0.615183,0.413953,0.542714,0.318436,0.801484,0.0368787,0.193512,0.314917,0.163726,0.0111427,0.0163864,6.79877,3.82653,6.37162,9.59302,16.9969
2026,25,2,1610612750,"MIN","MIN",1630183,"Jaden McDaniels","SF",71,74,71,2262.35,2020,81,185,31.8592,-0.488623,1.55664,1.06802,6.14709,0.181263,0.617647,0.583979,0.681818,0.462069,0.56203,0.421488,0.83908,0.0370741,0.105288,0.121495,0.131767,0.0167645,0.0263258,3.81784,4.57509,3.81784,2.74506,12.2108
2026,22,2,1610612760,"OKC","OKC",1641717,"Cason Wallace","SG",72,75,57,1933.32,2023,75,195,26.8472,-1.32723,2.98901,1.66178,6.10116,0.142418,0.535467,0.516423,0.588517,0.30137,0.514184,0.345865,0.80303,0.034662,0.090209,0.12938,0.108025,0.035538,0.0137056,3.88572,1.35721,4.94546,1.22707,10.1884
2026,22,2,1610612745,"HOU","HOU",1631095,"Jabari Smith Jr.","SF",70,74,70,2465.33,2022,83,220,35.2143,0.411813,0.272196,0.684009,6.06627,0.17783,0.5683,0.538769,0.69186,0.444853,0.540541,0.357968,0.775401,0.0479671,0.171946,0.0745934,0.0901328,0.0109135,0.0238357,2.60659,4.12205,6.56193,2.83391,13.2906
2026,27,2,1610612751,"BKN","BKN",1629008,"Michael Porter Jr.","SF",52,75,52,1688.49,2019,82,218,32.4615,3.68371,-1.39195,2.29176,6.0486,0.295015,0.606455,0.555324,0.741803,0.379913,0.566596,0.362887,0.859031,0.0456349,0.218155,0.165971,0.105172,0.0161908,0.00693703,5.35244,5.0234,10.6391,4.97953,21.0149
2026,31,2,1610612765,"DET","DET",1629130,"Duncan Robinson","SF",71,74,71,1969.84,2018,79,215,27.7324,1.9269,-0.370547,1.55635,5.9948,0.150605,0.623145,0.600467,0.65,0.5,0.583333,0.403614,0.758242,0.016129,0.0905577,0.0942912,0.066482,0.00991572,0.0109945,1.46628,1.17302,9.12757,1.66789,11.7669
2026,25,2,1610612757,"POR","POR",1641739,"Toumani Camara","SG",76,76,76,2518.12,2023,79,230,33.1316,-0.391671,0.821225,0.429554,5.92411,0.159058,0.573751,0.556592,0.646766,0.394366,0.580882,0.362782,0.704545,0.0494137,0.120398,0.104247,0.139,0.0155198,0.0112835,2.82409,0.997565,7.47471,1.85463,11.2964
2026,36,2,1610612744,"GSW","GSW",202710,"Jimmy Butler III","PF",39,75,39,1181.95,2011,78,230,30.2821,3.79324,0.54605,4.33929,5.8723,0.227691,0.650086,0.555315,0.644737,0.412162,0.553191,0.376471,0.869258,0.0840497,0.115493,0.24026,0.0933126,0.0221953,0.00616808,6.91468,4.48848,2.57784,8.58269,13.981
